case_id,repeat,class_label,class_name,precision,recall,specificity,balanced_accuracy_ovr,f1,roc_auc_ovr,pr_auc_ovr,support,balance_line,declared_source_line,view_role,quality_weighting,quality_weight_source,metric_source
compact_cnn__l4_v2_imu_fold_scaled_fixed10,0,0,Pre-Frail,0.25,0.3333333333333333,0.55,0.44166666666666665,0.2857142857142857,0.5666666666666667,0.351550761124728,9,line_a_equal_files,line_a_equal_files,declared_source_line,False,none,per_repeat_file_oof_reaggregation
compact_cnn__l4_v2_imu_fold_scaled_fixed10,0,1,Robust/Non-Frail,0.35714285714285715,0.4166666666666667,0.47058823529411764,0.44362745098039214,0.38461538461538464,0.4362745098039215,0.450160104341895,12,line_a_equal_files,line_a_equal_files,declared_source_line,False,none,per_repeat_file_oof_reaggregation
compact_cnn__l4_v2_imu_fold_scaled_fixed10,0,2,Young,0.3333333333333333,0.125,0.9047619047619048,0.5148809523809523,0.18181818181818182,0.636904761904762,0.47410205535205535,8,line_a_equal_files,line_a_equal_files,declared_source_line,False,none,per_repeat_file_oof_reaggregation
compact_cnn__l4_v2_imu_fold_scaled_fixed10,0,0,Pre-Frail,0.4,0.6666666666666666,0.55,0.6083333333333334,0.5,0.5777777777777777,0.3444849993869602,9,line_b_equal_role_families,line_a_equal_files,posthoc_aggregation_only,False,none,per_repeat_file_oof_reaggregation
compact_cnn__l4_v2_imu_fold_scaled_fixed10,0,1,Robust/Non-Frail,0.4166666666666667,0.4166666666666667,0.5882352941176471,0.5024509803921569,0.4166666666666667,0.45588235294117646,0.46531997695790794,12,line_b_equal_role_families,line_a_equal_files,posthoc_aggregation_only,False,none,per_repeat_file_oof_reaggregation
compact_cnn__l4_v2_imu_fold_scaled_fixed10,0,2,Young,0.5,0.125,0.9523809523809523,0.5386904761904762,0.2,0.6011904761904762,0.4860277667021088,8,line_b_equal_role_families,line_a_equal_files,posthoc_aggregation_only,False,none,per_repeat_file_oof_reaggregation
compact_cnn__l5_uniform_replacement_fixed10,0,0,Pre-Frail,0.3333333333333333,0.2222222222222222,0.8,0.5111111111111111,0.26666666666666666,0.6277777777777778,0.3821766740884388,9,line_a_equal_files,line_a_equal_files,declared_source_line,False,none,per_repeat_file_oof_reaggregation
compact_cnn__l5_uniform_replacement_fixed10,0,1,Robust/Non-Frail,0.4166666666666667,0.4166666666666667,0.5882352941176471,0.5024509803921569,0.4166666666666667,0.48529411764705876,0.5787834387589657,12,line_a_equal_files,line_a_equal_files,declared_source_line,False,none,per_repeat_file_oof_reaggregation
compact_cnn__l5_uniform_replacement_fixed10,0,2,Young,0.36363636363636365,0.5,0.6666666666666666,0.5833333333333333,0.42105263157894735,0.6785714285714286,0.5788122002795916,8,line_a_equal_files,line_a_equal_files,declared_source_line,False,none,per_repeat_file_oof_reaggregation
compact_cnn__l5_uniform_replacement_fixed10,0,0,Pre-Frail,0.375,0.3333333333333333,0.75,0.5416666666666666,0.35294117647058826,0.7,0.4442388403172717,9,line_b_equal_role_families,line_a_equal_files,posthoc_aggregation_only,False,none,per_repeat_file_oof_reaggregation
compact_cnn__l5_uniform_replacement_fixed10,0,1,Robust/Non-Frail,0.38461538461538464,0.4166666666666667,0.5294117647058824,0.4730392156862745,0.4,0.47549019607843135,0.5425113528334944,12,line_b_equal_role_families,line_a_equal_files,posthoc_aggregation_only,False,none,per_repeat_file_oof_reaggregation
compact_cnn__l5_uniform_replacement_fixed10,0,2,Young,0.625,0.625,0.8571428571428571,0.7410714285714286,0.625,0.7083333333333334,0.6998575498575499,8,line_b_equal_role_families,line_a_equal_files,posthoc_aggregation_only,False,none,per_repeat_file_oof_reaggregation
compact_cnn__l6_v2_line_b_balance_fixed10,0,0,Pre-Frail,0.4,0.4444444444444444,0.7,0.5722222222222222,0.42105263157894735,0.6666666666666666,0.4160957950431635,9,line_a_equal_files,line_b_equal_role_families,posthoc_aggregation_only,False,none,per_repeat_file_oof_reaggregation
compact_cnn__l6_v2_line_b_balance_fixed10,0,1,Robust/Non-Frail,0.5,0.4166666666666667,0.7058823529411765,0.5612745098039216,0.45454545454545453,0.47058823529411764,0.46974375760717885,12,line_a_equal_files,line_b_equal_role_families,posthoc_aggregation_only,False,none,per_repeat_file_oof_reaggregation
compact_cnn__l6_v2_line_b_balance_fixed10,0,2,Young,0.5555555555555556,0.625,0.8095238095238095,0.7172619047619048,0.5882352941176471,0.75,0.5823611111111111,8,line_a_equal_files,line_b_equal_role_families,posthoc_aggregation_only,False,none,per_repeat_file_oof_reaggregation
compact_cnn__l6_v2_line_b_balance_fixed10,0,0,Pre-Frail,0.4,0.4444444444444444,0.7,0.5722222222222222,0.42105263157894735,0.6777777777777778,0.41426398487801996,9,line_b_equal_role_families,line_b_equal_role_families,declared_source_line,False,none,per_repeat_file_oof_reaggregation
compact_cnn__l6_v2_line_b_balance_fixed10,0,1,Robust/Non-Frail,0.45454545454545453,0.4166666666666667,0.6470588235294118,0.5318627450980392,0.43478260869565216,0.4705882352941176,0.5018628685979415,12,line_b_equal_role_families,line_b_equal_role_families,declared_source_line,False,none,per_repeat_file_oof_reaggregation
compact_cnn__l6_v2_line_b_balance_fixed10,0,2,Young,0.625,0.625,0.8571428571428571,0.7410714285714286,0.625,0.7678571428571428,0.5894108005521049,8,line_b_equal_role_families,line_b_equal_role_families,declared_source_line,False,none,per_repeat_file_oof_reaggregation
compact_cnn__l7_v2_training_bundle_fixed10,0,0,Pre-Frail,0.3,0.3333333333333333,0.65,0.4916666666666667,0.3157894736842105,0.5888888888888889,0.38039213872547206,9,line_a_equal_files,line_b_equal_role_families,posthoc_aggregation_only,False,none,per_repeat_file_oof_reaggregation
compact_cnn__l7_v2_training_bundle_fixed10,0,1,Robust/Non-Frail,0.38461538461538464,0.4166666666666667,0.5294117647058824,0.4730392156862745,0.4,0.4166666666666667,0.49030708861168626,12,line_a_equal_files,line_b_equal_role_families,posthoc_aggregation_only,False,none,per_repeat_file_oof_reaggregation
compact_cnn__l7_v2_training_bundle_fixed10,0,2,Young,0.5,0.375,0.8571428571428571,0.6160714285714286,0.42857142857142855,0.738095238095238,0.531226276742581,8,line_a_equal_files,line_b_equal_role_families,posthoc_aggregation_only,False,none,per_repeat_file_oof_reaggregation
compact_cnn__l7_v2_training_bundle_fixed10,0,0,Pre-Frail,0.42857142857142855,0.6666666666666666,0.6,0.6333333333333333,0.5217391304347826,0.6444444444444444,0.4013411052884737,9,line_b_equal_role_families,line_b_equal_role_families,declared_source_line,False,none,per_repeat_file_oof_reaggregation
compact_cnn__l7_v2_training_bundle_fixed10,0,1,Robust/Non-Frail,0.5,0.3333333333333333,0.7647058823529411,0.5490196078431372,0.4,0.4313725490196078,0.5077656700485959,12,line_b_equal_role_families,line_b_equal_role_families,declared_source_line,False,none,per_repeat_file_oof_reaggregation
compact_cnn__l7_v2_training_bundle_fixed10,0,2,Young,0.5714285714285714,0.5,0.8571428571428571,0.6785714285714286,0.5333333333333333,0.7321428571428571,0.5528532608695652,8,line_b_equal_role_families,line_b_equal_role_families,declared_source_line,False,none,per_repeat_file_oof_reaggregation
inception_full__l0_legacy64_w15_fixed10,0,0,Pre-Frail,0.5714285714285714,0.4444444444444444,0.85,0.6472222222222221,0.5,0.6888888888888889,0.5701644424451442,9,line_a_equal_files,line_a_equal_files,declared_source_line,False,none,per_repeat_file_oof_reaggregation
inception_full__l0_legacy64_w15_fixed10,0,1,Robust/Non-Frail,0.5714285714285714,0.6666666666666666,0.6470588235294118,0.6568627450980392,0.6153846153846154,0.6176470588235294,0.5560475404225405,12,line_a_equal_files,line_a_equal_files,declared_source_line,False,none,per_repeat_file_oof_reaggregation
inception_full__l0_legacy64_w15_fixed10,0,2,Young,0.625,0.625,0.8571428571428571,0.7410714285714286,0.625,0.7857142857142857,0.724115515771526,8,line_a_equal_files,line_a_equal_files,declared_source_line,False,none,per_repeat_file_oof_reaggregation
inception_full__l0_legacy64_w15_fixed10,0,0,Pre-Frail,0.5,0.4444444444444444,0.8,0.6222222222222222,0.47058823529411764,0.7,0.564626277861572,9,line_b_equal_role_families,line_a_equal_files,posthoc_aggregation_only,False,none,per_repeat_file_oof_reaggregation
inception_full__l0_legacy64_w15_fixed10,0,1,Robust/Non-Frail,0.5333333333333333,0.6666666666666666,0.5882352941176471,0.6274509803921569,0.5925925925925926,0.6029411764705882,0.5533191862603628,12,line_b_equal_role_families,line_a_equal_files,posthoc_aggregation_only,False,none,per_repeat_file_oof_reaggregation
inception_full__l0_legacy64_w15_fixed10,0,2,Young,0.8333333333333334,0.625,0.9523809523809523,0.7886904761904762,0.7142857142857143,0.7559523809523809,0.682312091503268,8,line_b_equal_role_families,line_a_equal_files,posthoc_aggregation_only,False,none,per_repeat_file_oof_reaggregation
