case_id,repeat,class_label,class_name,precision,recall,specificity,balanced_accuracy_ovr,f1,roc_auc_ovr,pr_auc_ovr,support,metric_source
compact_cnn__b4_star_fixed10,3,2,Young,0.5714285714285714,0.5,0.8571428571428571,0.6785714285714286,0.5333333333333333,0.6845238095238095,0.6800658831908832,8,participant_oof_per_repeat
compact_cnn__b4_star_fixed10,4,0,Pre-Frail,0.4166666666666667,0.5555555555555556,0.65,0.6027777777777779,0.47619047619047616,0.5944444444444444,0.4314042439042439,9,participant_oof_per_repeat
compact_cnn__b4_star_fixed10,4,1,Robust/Non-Frail,0.45454545454545453,0.4166666666666667,0.6470588235294118,0.5318627450980392,0.43478260869565216,0.48039215686274506,0.434059753450242,12,participant_oof_per_repeat
compact_cnn__b4_star_fixed10,4,2,Young,0.3333333333333333,0.25,0.8095238095238095,0.5297619047619048,0.2857142857142857,0.5535714285714286,0.4961423238597152,8,participant_oof_per_repeat
inception_full__b4_star_fixed10,0,0,Pre-Frail,0.2222222222222222,0.2222222222222222,0.65,0.4361111111111111,0.2222222222222222,0.38888888888888884,0.30960762488540267,9,participant_oof_per_repeat
inception_full__b4_star_fixed10,0,1,Robust/Non-Frail,0.42857142857142855,0.5,0.5294117647058824,0.5147058823529411,0.46153846153846156,0.5588235294117647,0.46382918552036195,12,participant_oof_per_repeat
inception_full__b4_star_fixed10,0,2,Young,0.5,0.375,0.8571428571428571,0.6160714285714286,0.42857142857142855,0.5476190476190476,0.396808765946697,8,participant_oof_per_repeat
inception_full__b4_star_fixed10,1,0,Pre-Frail,0.2727272727272727,0.3333333333333333,0.6,0.4666666666666667,0.3,0.5722222222222222,0.35770513705296314,9,participant_oof_per_repeat
inception_full__b4_star_fixed10,1,1,Robust/Non-Frail,0.42857142857142855,0.5,0.5294117647058824,0.5147058823529411,0.46153846153846156,0.5490196078431373,0.5799641955137398,12,participant_oof_per_repeat
inception_full__b4_star_fixed10,1,2,Young,0.5,0.25,0.9047619047619048,0.5773809523809523,0.3333333333333333,0.488095238095238,0.33943422318422317,8,participant_oof_per_repeat
inception_full__b4_star_fixed10,2,0,Pre-Frail,0.4444444444444444,0.4444444444444444,0.75,0.5972222222222222,0.4444444444444444,0.6611111111111111,0.49872473205806533,9,participant_oof_per_repeat
