descriptive_rank,overfit_config_id,overfit_config_name,overfit_stage,stage1_screen_group,stage1_regularization_factor,stage1_regularization_value,cnn_epochs,cnn_lr,cnn_weight_decay,cnn_dropout,cnn_label_smoothing,max_windows_fraction,n_runs,seeds,window_balanced_accuracy_n_repeats,window_balanced_accuracy_mean,window_balanced_accuracy_sample_sd,window_balanced_accuracy_repeat_t_ci95_low,window_balanced_accuracy_repeat_t_ci95_high,window_balanced_accuracy_repeat_t_ci95_method,window_macro_f1_n_repeats,window_macro_f1_mean,window_macro_f1_sample_sd,window_macro_f1_repeat_t_ci95_low,window_macro_f1_repeat_t_ci95_high,window_macro_f1_repeat_t_ci95_method,file_balanced_accuracy_n_repeats,file_balanced_accuracy_mean,file_balanced_accuracy_sample_sd,file_balanced_accuracy_repeat_t_ci95_low,file_balanced_accuracy_repeat_t_ci95_high,file_balanced_accuracy_repeat_t_ci95_method,file_macro_f1_n_repeats,file_macro_f1_mean,file_macro_f1_sample_sd,file_macro_f1_repeat_t_ci95_low,file_macro_f1_repeat_t_ci95_high,file_macro_f1_repeat_t_ci95_method,subject_balanced_accuracy_n_repeats,subject_balanced_accuracy_mean,subject_balanced_accuracy_sample_sd,subject_balanced_accuracy_repeat_t_ci95_low,subject_balanced_accuracy_repeat_t_ci95_high,subject_balanced_accuracy_repeat_t_ci95_method,subject_macro_f1_n_repeats,subject_macro_f1_mean,subject_macro_f1_sample_sd,subject_macro_f1_repeat_t_ci95_low,subject_macro_f1_repeat_t_ci95_high,subject_macro_f1_repeat_t_ci95_method,duration_sec_n_repeats,duration_sec_mean,duration_sec_sample_sd,duration_sec_repeat_t_ci95_low,duration_sec_repeat_t_ci95_high,duration_sec_repeat_t_ci95_method,source_study,formal_v2_selection_eligible
141,s1_135,main_effect_max_windows_fraction-1p0_lr0.001_wd0.0005_do0.2_ls0.1_mw100_ep12,stage1,main_effect,max_windows_fraction,1.0,12,0.001,0.0005,0.2,0.1,1.0,5,"42,10042,20042,30042,40042",5,0.5415890327516636,0.021113678255688478,0.5153729385919175,0.5678051269114097,two_sided_student_t_0.95,5,0.5469198787801612,0.020228455390563414,0.5218029339824277,0.5720368235778948,two_sided_student_t_0.95,5,0.5727777777777778,0.0426107046836252,0.5198695998340278,0.6256859557215279,two_sided_student_t_0.95,5,0.5773290877876766,0.04401632066496658,0.522675607084595,0.6319825684907581,two_sided_student_t_0.95,5,0.5453703703703703,0.03738264673738216,0.49895368375899335,0.5917870569817472,two_sided_student_t_0.95,5,0.5465300284286688,0.027626213221102675,0.5122275540653247,0.5808325027920129,two_sided_student_t_0.95,5,184.1234670754522,0.8120849411311116,183.11513044056628,185.13180371033812,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
142,s1_021,main_effect_label_smoothing-0p15_lr0.001_wd0.0005_do0.2_ls0.15_mw90_ep5,stage1,main_effect,label_smoothing,0.15,5,0.001,0.0005,0.2,0.15,0.9,5,"42,10042,20042,30042,40042",5,0.5275981975009963,0.029282245551181824,0.49123948741353146,0.5639569075884612,two_sided_student_t_0.95,5,0.5356049988194808,0.029077794505556892,0.49950014823476346,0.571709849404198,two_sided_student_t_0.95,5,0.5474074074074073,0.03512665697413188,0.5037919020653745,0.5910229127494402,two_sided_student_t_0.95,5,0.5579686230675893,0.03096379898621074,0.5195219886187932,0.5964152575163855,two_sided_student_t_0.95,5,0.5444444444444445,0.038817173733804784,0.4962465573071582,0.5926423315817307,two_sided_student_t_0.95,5,0.5532536730439095,0.036057917751718446,0.5084818547214082,0.5980254913664108,two_sided_student_t_0.95,5,65.49284710735083,0.2004836221622124,65.24391381148251,65.74178040321914,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
143,s1_051,main_effect_dropout-0p4_lr0.001_wd0.0005_do0.4_ls0.1_mw90_ep8,stage1,main_effect,dropout,0.4,8,0.001,0.0005,0.4,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5337011258011086,0.012436231168079872,0.5182595052863642,0.549142746315853,two_sided_student_t_0.95,5,0.5399634455212927,0.012253135533310457,0.5247491682644698,0.5551777227781156,two_sided_student_t_0.95,5,0.5566666666666666,0.03278483916404572,0.5159589121897702,0.5973744211435631,two_sided_student_t_0.95,5,0.5633190566443511,0.03379120171096698,0.5213617380238019,0.6052763752649003,two_sided_student_t_0.95,5,0.5444444444444444,0.045901090955353524,0.4874507123269054,0.6014381765619834,two_sided_student_t_0.95,5,0.5524585218702865,0.051574314479823705,0.4884205523486502,0.6164964913919229,two_sided_student_t_0.95,5,104.38367279823869,0.255738707751497,104.0661312518765,104.70121434460088,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
144,s1_067,strong_combo_combined_regularization-wd0p005_do0p4_ls0p15_mw0p9_lr0.001_wd0.005_do0.4_ls0.15_mw90_ep8,stage1,strong_combo,combined_regularization,wd0.005_do0.4_ls0.15_mw0.9,8,0.001,0.005,0.4,0.15,0.9,5,"42,10042,20042,30042,40042",5,0.5225248932172063,0.02079661536283987,0.49670248463667666,0.5483473017977359,two_sided_student_t_0.95,5,0.5278238431804881,0.023645068543129304,0.4984646128354241,0.5571830735255522,two_sided_student_t_0.95,5,0.545,0.03465487295430093,0.5019702918903192,0.5880297081096809,two_sided_student_t_0.95,5,0.5511014909525953,0.0365983897163899,0.505658588049523,0.5965443938556676,two_sided_student_t_0.95,5,0.5435185185185185,0.04817929903980626,0.4836960174420978,0.6033410195949392,two_sided_student_t_0.95,5,0.5513755803115968,0.05228994106149319,0.48644904302734393,0.6163021175958497,two_sided_student_t_0.95,5,113.67397964932024,0.6131475749934068,112.91265637986498,114.4353029187755,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
145,s1_059,main_effect_label_smoothing-0p2_lr0.001_wd0.0005_do0.2_ls0.2_mw90_ep8,stage1,main_effect,label_smoothing,0.2,8,0.001,0.0005,0.2,0.2,0.9,5,"42,10042,20042,30042,40042",5,0.5163551450609407,0.019043808130117423,0.49270913411707373,0.5400011560048077,two_sided_student_t_0.95,5,0.5189851382757615,0.018859844094928423,0.495567548851353,0.5424027277001701,two_sided_student_t_0.95,5,0.5483333333333333,0.02235109238023609,0.5205807866042677,0.576085880062399,two_sided_student_t_0.95,5,0.5482793821948342,0.020637371550448404,0.5226547009230877,0.5739040634665806,two_sided_student_t_0.95,5,0.5435185185185185,0.030814002393136523,0.5052578811063961,0.5817791559306409,two_sided_student_t_0.95,5,0.5450540431784207,0.029341744084722347,0.5086214559039126,0.5814866304529287,two_sided_student_t_0.95,5,104.12597671914845,0.5462610309696769,103.44770406337173,104.80424937492518,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
146,s1_047,main_effect_weight_decay-0p02_lr0.001_wd0.02_do0.2_ls0.1_mw90_ep8,stage1,main_effect,weight_decay,0.02,8,0.001,0.02,0.2,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5247014911743688,0.014993224487489456,0.506084944111266,0.5433180382374716,two_sided_student_t_0.95,5,0.5330648412982931,0.018061332241141325,0.510638735294871,0.5554909473017152,two_sided_student_t_0.95,5,0.5374074074074073,0.03474135275461865,0.4942703204431001,0.5805444943717145,two_sided_student_t_0.95,5,0.5461402326499568,0.03660800321515436,0.5006853930115719,0.5915950722883417,two_sided_student_t_0.95,5,0.5425925925925926,0.05559412241584475,0.4735633722771052,0.61162181290808,two_sided_student_t_0.95,5,0.5531898524592023,0.06195870563415768,0.4762579582979638,0.6301217466204407,two_sided_student_t_0.95,5,104.23448595199734,0.3475633616593873,103.80292903873021,104.66604286526447,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
147,s1_014,main_effect_dropout-0p4_lr0.001_wd0.0005_do0.4_ls0.1_mw90_ep5,stage1,main_effect,dropout,0.4,5,0.001,0.0005,0.4,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5222223603370766,0.04635052432286089,0.4646705829875122,0.579774137686641,two_sided_student_t_0.95,5,0.5262626211373516,0.04440856811157759,0.47112210090142587,0.5814031413732773,two_sided_student_t_0.95,5,0.5309259259259258,0.056415413697023534,0.46087693779456,0.6009749140572915,two_sided_student_t_0.95,5,0.5367805631423516,0.05443012344617281,0.46919663844145204,0.604364487843251,two_sided_student_t_0.95,5,0.5425925925925926,0.08355166871048882,0.4388494935649305,0.6463356916202547,two_sided_student_t_0.95,5,0.5445836077980469,0.08499748302085856,0.4390452931931109,0.6501219224029829,two_sided_student_t_0.95,5,65.83338272366673,0.8143004327072575,64.82229519265238,66.84447025468108,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
148,s1_002,main_effect_weight_decay-0p0_lr0.001_wd0_do0.2_ls0.1_mw90_ep5,stage1,main_effect,weight_decay,0.0,5,0.001,0.0,0.2,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5319693208557003,0.030532412974486074,0.4940583228869913,0.5698803188244091,two_sided_student_t_0.95,5,0.5358307227887299,0.03406158937632049,0.4935376735385529,0.578123772038907,two_sided_student_t_0.95,5,0.5437037037037038,0.042316942162263275,0.49116028010675045,0.5962471273006571,two_sided_student_t_0.95,5,0.5475057580534429,0.045143215145584364,0.49145305304400383,0.6035584630628821,two_sided_student_t_0.95,5,0.5425925925925925,0.06623768876473858,0.4603476391291905,0.6248375460559945,two_sided_student_t_0.95,5,0.5485902527283153,0.06820131153825512,0.4639071395609848,0.6332733658956459,two_sided_student_t_0.95,5,65.33193880412728,0.17690221341990034,65.11228569452123,65.55159191373332,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
149,s1_040,main_effect_weight_decay-1em05_lr0.001_wd1e-05_do0.2_ls0.1_mw90_ep8,stage1,main_effect,weight_decay,1e-05,8,0.001,1e-05,0.2,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5244432191481955,0.007435248926739753,0.5152111382381795,0.5336753000582114,two_sided_student_t_0.95,5,0.529515277583389,0.009685239316190213,0.517489464610488,0.5415410905562901,two_sided_student_t_0.95,5,0.5492592592592593,0.016399609383417293,0.5288964547032654,0.5696220638152533,two_sided_student_t_0.95,5,0.5549010199766183,0.01489964436649873,0.5364006679806973,0.5734013719725394,two_sided_student_t_0.95,5,0.5425925925925925,0.03263806802224918,0.5020670785584401,0.5831181066267449,two_sided_student_t_0.95,5,0.5462003554913416,0.03469317957010293,0.5031230834359264,0.5892776275467568,two_sided_student_t_0.95,5,104.83436322510242,1.3948539310591377,103.10242331615329,106.56630313405155,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
150,s1_063,main_effect_max_windows_fraction-0p5_lr0.001_wd0.0005_do0.2_ls0.1_mw50_ep8,stage1,main_effect,max_windows_fraction,0.5,8,0.001,0.0005,0.2,0.1,0.5,5,"42,10042,20042,30042,40042",5,0.5274589480269369,0.03313472083667119,0.48631675807351016,0.5686011379803637,two_sided_student_t_0.95,5,0.5304926269815329,0.033265653316424684,0.4891878628818006,0.5717973910812651,two_sided_student_t_0.95,5,0.5488888888888889,0.04042067032904219,0.498699997758054,0.5990777800197238,two_sided_student_t_0.95,5,0.5520427600639687,0.03975442010884538,0.5026811278453475,0.6014043922825899,two_sided_student_t_0.95,5,0.5425925925925925,0.04310779387772142,0.4890671968926371,0.5961179882925479,two_sided_student_t_0.95,5,0.5433825187213477,0.04746804511267906,0.48444315603982185,0.6023218814028736,two_sided_student_t_0.95,5,61.615565289370714,0.3336848755192185,61.2012407926934,62.02988978604803,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
151,s1_087,main_effect_dropout-0p3_lr0.001_wd0.0005_do0.3_ls0.1_mw90_ep10,stage1,main_effect,dropout,0.3,10,0.001,0.0005,0.3,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5314180828012536,0.031345476994212675,0.4924975325110153,0.5703386330914919,two_sided_student_t_0.95,5,0.5366965956252899,0.02903660414907816,0.5006428896232855,0.5727503016272943,two_sided_student_t_0.95,5,0.554074074074074,0.06263736619101297,0.4762995115323875,0.6318486366157606,two_sided_student_t_0.95,5,0.5617979961566074,0.06364896764219069,0.48276736451246277,0.640828627800752,two_sided_student_t_0.95,5,0.5416666666666667,0.06481481481481481,0.46118844456086705,0.6221448887724664,two_sided_student_t_0.95,5,0.5489491560306834,0.06834464329392478,0.4640880729825385,0.6338102390788283,two_sided_student_t_0.95,5,144.79941131006927,4.433923847824216,139.29396769744883,150.3048549226897,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
152,s1_049,main_effect_dropout-0p1_lr0.001_wd0.0005_do0.1_ls0.1_mw90_ep8,stage1,main_effect,dropout,0.1,8,0.001,0.0005,0.1,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5240408834387325,0.02039759198853885,0.4987139278165142,0.5493678390609508,two_sided_student_t_0.95,5,0.5295823073276736,0.018576109830626346,0.5065170205243058,0.5526475941310415,two_sided_student_t_0.95,5,0.5512962962962963,0.05661262855524513,0.4810024335755659,0.6215901590170266,two_sided_student_t_0.95,5,0.5578708561454785,0.05266868633907396,0.4924740444855638,0.6232676678053932,two_sided_student_t_0.95,5,0.5416666666666666,0.045360921162651474,0.48534364393364293,0.5979896893996903,two_sided_student_t_0.95,5,0.5464702675683069,0.04078001435849681,0.4958351918931287,0.597105343243485,two_sided_student_t_0.95,5,104.13194662351161,0.39593453826883446,103.64032896169776,104.62356428532546,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
153,s1_008,main_effect_weight_decay-0p005_lr0.001_wd0.005_do0.2_ls0.1_mw90_ep5,stage1,main_effect,weight_decay,0.005,5,0.001,0.005,0.2,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5294241011897876,0.037137395780400255,0.4833119338622201,0.5755362685173551,two_sided_student_t_0.95,5,0.5353250326363935,0.041935221075705964,0.4832555783699736,0.5873944869028135,two_sided_student_t_0.95,5,0.5509259259259258,0.057396205597666484,0.47965912380180187,0.6221927280500498,two_sided_student_t_0.95,5,0.5584671991755547,0.06422431343369528,0.4787221813755807,0.6382122169755287,two_sided_student_t_0.95,5,0.5407407407407407,0.07818456234290573,0.44366178446423676,0.6378196970172447,two_sided_student_t_0.95,5,0.5520090980472107,0.08427891337750226,0.4473630054986323,0.656655190595789,two_sided_student_t_0.95,5,65.46589548569173,0.15368143171885928,65.27507478473402,65.65671618664945,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
154,s1_146,strong_combo_combined_regularization-wd0p01_do0p6_ls0p3_mw0p7_lr0.001_wd0.01_do0.6_ls0.3_mw70_ep12,stage1,strong_combo,combined_regularization,wd0.01_do0.6_ls0.3_mw0.7,12,0.001,0.01,0.6,0.3,0.7,5,"42,10042,20042,30042,40042",5,0.536236750383651,0.018571210401622174,0.5131775470248895,0.5592959537424126,two_sided_student_t_0.95,5,0.5420699483477792,0.018678110930150617,0.518878010451355,0.5652618862442035,two_sided_student_t_0.95,5,0.5633333333333334,0.022733320058405802,0.5351061882571673,0.5915604784094994,two_sided_student_t_0.95,5,0.5709946495662059,0.022089496209361684,0.543566917384583,0.5984223817478289,two_sided_student_t_0.95,5,0.5407407407407407,0.05393071432749429,0.47377691436287905,0.6077045671186024,two_sided_student_t_0.95,5,0.5486270185878028,0.05144832170873764,0.484745489754058,0.6125085474215477,two_sided_student_t_0.95,5,129.63006550129504,0.5069333633672504,129.00062459451357,130.2595064080765,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
155,s1_074,strong_combo_combined_regularization-wd0p01_do0p6_ls0p3_mw0p9_lr0.0005_wd0.01_do0.6_ls0.3_mw90_ep8,stage1,strong_combo,combined_regularization,wd0.01_do0.6_ls0.3_mw0.9,8,0.0005,0.01,0.6,0.3,0.9,5,"42,10042,20042,30042,40042",5,0.5195114760540075,0.009579460497519985,0.5076170048320218,0.5314059472759932,two_sided_student_t_0.95,5,0.5219306793826025,0.012082314694982894,0.506928504210874,0.536932854554331,two_sided_student_t_0.95,5,0.5405555555555556,0.012097426859688518,0.5255346161529771,0.555576494958134,two_sided_student_t_0.95,5,0.5414027744881709,0.016928051657974685,0.5203838221847301,0.5624217267916116,two_sided_student_t_0.95,5,0.5398148148148149,0.02418953792150581,0.5097795364444964,0.5698500931851334,two_sided_student_t_0.95,5,0.5371737400313252,0.02429804665366673,0.5070037302747917,0.5673437497878587,two_sided_student_t_0.95,5,115.79095638617873,0.48771377760519485,115.18537974709841,116.39653302525906,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
156,s1_019,main_effect_label_smoothing-0p03_lr0.001_wd0.0005_do0.2_ls0.03_mw90_ep5,stage1,main_effect,label_smoothing,0.03,5,0.001,0.0005,0.2,0.03,0.9,5,"42,10042,20042,30042,40042",5,0.5290774335942614,0.04899102182471428,0.4682470455592987,0.5899078216292242,two_sided_student_t_0.95,5,0.5353369524393434,0.05386613766340407,0.4684533085804066,0.6022205962982802,two_sided_student_t_0.95,5,0.5644444444444445,0.0681251219150443,0.4798559331892916,0.6490329556995975,two_sided_student_t_0.95,5,0.5732162972841827,0.07386793277941954,0.4814971445302415,0.6649354500381238,two_sided_student_t_0.95,5,0.538888888888889,0.08627771616860426,0.43176095487509003,0.6460168229026879,two_sided_student_t_0.95,5,0.5415715376241692,0.09841497967187327,0.41937320048164867,0.6637698747666898,two_sided_student_t_0.95,5,65.3539369566366,0.16853048711400134,65.14467871818741,65.5631951950858,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
157,s1_094,main_effect_label_smoothing-0p05_lr0.001_wd0.0005_do0.2_ls0.05_mw90_ep10,stage1,main_effect,label_smoothing,0.05,10,0.001,0.0005,0.2,0.05,0.9,5,"42,10042,20042,30042,40042",5,0.5429856444886532,0.018662250639383565,0.5198133997442753,0.566157889233031,two_sided_student_t_0.95,5,0.5489247034193955,0.016642915128244607,0.5282597948794934,0.5695896119592976,two_sided_student_t_0.95,5,0.5662962962962964,0.03998456492321465,0.5166489015472996,0.6159436910452932,two_sided_student_t_0.95,5,0.5725342585576982,0.03696558452240741,0.5266354230836666,0.6184330940317299,two_sided_student_t_0.95,5,0.537962962962963,0.02300884007368364,0.509393714603042,0.566532211322884,two_sided_student_t_0.95,5,0.5449957159761081,0.022766382509577222,0.5167275184446302,0.573263913507586,two_sided_student_t_0.95,5,133.56171733923256,0.5487833470117043,132.88031281443435,134.24312186403077,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
158,s1_039,main_effect_weight_decay-0p0_lr0.001_wd0_do0.2_ls0.1_mw90_ep8,stage1,main_effect,weight_decay,0.0,8,0.001,0.0,0.2,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5187672525076955,0.024195109492764724,0.4887250561179314,0.5488094488974596,two_sided_student_t_0.95,5,0.5208782995291816,0.0265366048587688,0.48792875264148927,0.553827846416874,two_sided_student_t_0.95,5,0.5262962962962963,0.027063343366698297,0.49269271716684027,0.5598998754257523,two_sided_student_t_0.95,5,0.5280414334566962,0.02571472350421812,0.49611238705774435,0.5599704798556481,two_sided_student_t_0.95,5,0.5379629629629629,0.033288292615273204,0.49663008846090584,0.5792958374650199,two_sided_student_t_0.95,5,0.5396116254124154,0.03732814301959242,0.49326261410518624,0.5859606367196445,two_sided_student_t_0.95,5,104.04986630845815,0.5966135900781084,103.30907269281906,104.79065992409724,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
159,s1_101,main_effect_max_windows_fraction-0p3_lr0.001_wd0.0005_do0.2_ls0.1_mw30_ep10,stage1,main_effect,max_windows_fraction,0.3,10,0.001,0.0005,0.2,0.1,0.3,5,"42,10042,20042,30042,40042",5,0.5156733865715675,0.036600739020300026,0.4702275666224091,0.5611192065207258,two_sided_student_t_0.95,5,0.5129829776027123,0.03830240953293104,0.46542425464121506,0.5605417005642095,two_sided_student_t_0.95,5,0.5377777777777778,0.0596823725794126,0.4636723244185375,0.611883231137018,two_sided_student_t_0.95,5,0.5325741143270238,0.060594411751406584,0.45733621476296704,0.6078120138910806,two_sided_student_t_0.95,5,0.537037037037037,0.05196746370519365,0.4725109082763371,0.6015631657977368,two_sided_student_t_0.95,5,0.5374546599260558,0.05865302506348327,0.4646273103189854,0.6102820095331262,two_sided_student_t_0.95,5,44.97132315505296,0.11115701240398929,44.83330349460304,45.10934281550288,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
160,s1_045,main_effect_weight_decay-0p005_lr0.001_wd0.005_do0.2_ls0.1_mw90_ep8,stage1,main_effect,weight_decay,0.005,8,0.001,0.005,0.2,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5153983510123556,0.022525144046444488,0.48742969059553165,0.5433670114291796,two_sided_student_t_0.95,5,0.5175624096105089,0.025571160180472573,0.4858116206221144,0.5493131985989035,two_sided_student_t_0.95,5,0.5320370370370371,0.03249063387251139,0.49169458667871985,0.5723794873953543,two_sided_student_t_0.95,5,0.5312232672531331,0.03340610691995916,0.48974410697047405,0.572702427535792,two_sided_student_t_0.95,5,0.537037037037037,0.03941987584705189,0.4880907963840905,0.5859832776899835,two_sided_student_t_0.95,5,0.536570105340734,0.04166773498561239,0.48483277892240356,0.5883074317590644,two_sided_student_t_0.95,5,104.51427185516805,0.5371998882285206,103.84725009411561,105.18129361622049,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
161,s1_142,strong_combo_combined_regularization-wd0p005_do0p5_ls0p2_mw0p9_lr0.001_wd0.005_do0.5_ls0.2_mw90_ep12,stage1,strong_combo,combined_regularization,wd0.005_do0.5_ls0.2_mw0.9,12,0.001,0.005,0.5,0.2,0.9,5,"42,10042,20042,30042,40042",5,0.5310083416675427,0.02052380474507838,0.5055246722094153,0.5564920111256701,two_sided_student_t_0.95,5,0.5290160841243158,0.01529309036378731,0.5100272043983242,0.5480049638503074,two_sided_student_t_0.95,5,0.5622222222222222,0.018018718357538207,0.5398490283438937,0.5845954161005507,two_sided_student_t_0.95,5,0.5594893666261209,0.010009788295465548,0.5470605728699999,0.571918160382242,two_sided_student_t_0.95,5,0.537037037037037,0.04822376540740663,0.477159323672836,0.596914750401238,two_sided_student_t_0.95,5,0.5340443373052068,0.035489087967542965,0.48997881444682223,0.5781098601635914,two_sided_student_t_0.95,5,166.38233913164586,0.7991394738560035,165.39007641741537,167.37460184587636,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
162,s1_066,strong_combo_combined_regularization-wd0p002_do0p4_ls0p15_mw0p9_lr0.001_wd0.002_do0.4_ls0.15_mw90_ep8,stage1,strong_combo,combined_regularization,wd0.002_do0.4_ls0.15_mw0.9,8,0.001,0.002,0.4,0.15,0.9,5,"42,10042,20042,30042,40042",5,0.5188052194432006,0.03028311917817997,0.48120376060634046,0.5564066782800606,two_sided_student_t_0.95,5,0.5219564949738303,0.026296983037309263,0.4893044778750283,0.5546085120726324,two_sided_student_t_0.95,5,0.5401851851851852,0.038152193241127945,0.4928129803851636,0.5875573899852069,two_sided_student_t_0.95,5,0.5404441193224873,0.03609782805926303,0.4956227458079506,0.5852654928370239,two_sided_student_t_0.95,5,0.5361111111111111,0.04958244716848257,0.474546371519166,0.5976758507030562,two_sided_student_t_0.95,5,0.5355058452961268,0.04561997106417416,0.47886116962664416,0.5921505209656094,two_sided_student_t_0.95,5,113.10116370227188,0.619511061955641,112.33193912015257,113.87038828439118,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
163,s1_128,main_effect_dropout-0p7_lr0.001_wd0.0005_do0.7_ls0.1_mw90_ep12,stage1,main_effect,dropout,0.7,12,0.001,0.0005,0.7,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5255473763804971,0.026274601668155217,0.4929231494220041,0.5581716033389901,two_sided_student_t_0.95,5,0.522258962953222,0.022035221334323823,0.4948986219299406,0.5496193039765035,two_sided_student_t_0.95,5,0.5435185185185184,0.03511200967751583,0.49992120019736475,0.5871158368396721,two_sided_student_t_0.95,5,0.5399110164880939,0.027825552527281572,0.5053610296848405,0.5744610032913473,two_sided_student_t_0.95,5,0.5361111111111111,0.022299249219985738,0.5084229361676814,0.5637992860545408,two_sided_student_t_0.95,5,0.531158347328626,0.013596658532818913,0.5142758659325547,0.5480408287246973,two_sided_student_t_0.95,5,166.16967786792665,0.45688691155620675,165.6023778385968,166.7369778972565,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
164,s1_026,main_effect_max_windows_fraction-0p5_lr0.001_wd0.0005_do0.2_ls0.1_mw50_ep5,stage1,main_effect,max_windows_fraction,0.5,5,0.001,0.0005,0.2,0.1,0.5,5,"42,10042,20042,30042,40042",5,0.5250205234031452,0.029516422638060234,0.48837104405769916,0.5616700027485912,two_sided_student_t_0.95,5,0.5210529917659084,0.03292154657903431,0.4801754926135331,0.5619304909182836,two_sided_student_t_0.95,5,0.544074074074074,0.039547986167143126,0.49496876344887186,0.5931793846992762,two_sided_student_t_0.95,5,0.537795688130548,0.04409177309566831,0.4830485208606872,0.5925428554004087,two_sided_student_t_0.95,5,0.5361111111111111,0.03974477042839773,0.48676146055329594,0.5854607616689262,two_sided_student_t_0.95,5,0.5280688252618078,0.049501609422465134,0.46660445898878844,0.5895331915348271,two_sided_student_t_0.95,5,36.762173634208736,0.09287300490209797,36.6468565676168,36.87749070080067,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
165,s1_041,main_effect_weight_decay-5em05_lr0.001_wd5e-05_do0.2_ls0.1_mw90_ep8,stage1,main_effect,weight_decay,5e-05,8,0.001,5e-05,0.2,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5138536050855986,0.011883529761591238,0.4990982540090478,0.5286089561621494,two_sided_student_t_0.95,5,0.5163963507661472,0.009972958287250321,0.5040132875052806,0.5287794140270138,two_sided_student_t_0.95,5,0.53,0.016700069408363896,0.5092641250481305,0.5507358749518696,two_sided_student_t_0.95,5,0.5314562845348001,0.01006739879908335,0.5189559578904185,0.5439566111791817,two_sided_student_t_0.95,5,0.5351851851851852,0.035651154274404545,0.4909184304282488,0.5794519399421216,two_sided_student_t_0.95,5,0.5363608445483978,0.03491206080773316,0.49301179554033486,0.5797098935564609,two_sided_student_t_0.95,5,104.59538058880716,0.5341052082031488,103.93220138052818,105.25855979708614,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
166,s1_043,main_effect_weight_decay-0p001_lr0.001_wd0.001_do0.2_ls0.1_mw90_ep8,stage1,main_effect,weight_decay,0.001,8,0.001,0.001,0.2,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5177858702695131,0.013086314688327298,0.5015370644518519,0.5340346760871743,two_sided_student_t_0.95,5,0.5231604715974143,0.01204378616142137,0.5082061359187127,0.5381148072761159,two_sided_student_t_0.95,5,0.5340740740740741,0.02422849335515171,0.503990426144263,0.5641577220038853,two_sided_student_t_0.95,5,0.539953035479415,0.02472589744890581,0.5092517787938303,0.5706542921649996,two_sided_student_t_0.95,5,0.5324074074074073,0.03660043588157845,0.48696196385468604,0.5778528509601286,two_sided_student_t_0.95,5,0.5367058592372994,0.04108453289641325,0.48569267385680476,0.587719044617794,two_sided_student_t_0.95,5,104.6575978955254,1.46004634469824,102.84471091360459,106.47048487744621,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
